clade_name	mean_clr_M	mean_clr_S	diff_S_minus_M	cohens_d	prev_M	prev_S	p_perm	q_fdr
k__Bacteria|p__Firmicutes|c__CFGB10312|o__OFGB10312|f__FGB10312|g__GGB4644|s__GGB4644_SGB6428	1.827706	-1.495396	-3.323102	-0.755910	2	0	0.18340830	0.81449914
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	1.832148	-1.499030	-3.331178	-0.583538	3	1	0.18540730	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB3040|o__OFGB3040|f__FGB3040|g__GGB9542|s__GGB9542_SGB14947	1.785941	-1.461225	-3.247166	-0.755917	2	0	0.18340830	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0.127534	-0.104346	-0.231880	-0.035317	2	2	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB1474|o__OFGB1474|f__FGB1474|g__GGB115571|s__GGB115571_SGB5062	2.529322	-2.069446	-4.598768	-0.996424	3	0	0.07146427	0.65356152
k__Bacteria|p__Pseudomonadota|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB6613|s__GGB6613_SGB9347	2.460380	-2.013038	-4.473418	-0.998116	3	0	0.06846577	0.65356152
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB13493|s__GGB13493_SGB15238	2.614158	-2.138857	-4.753015	-0.818380	4	1	0.10294853	0.76045939
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Beduinellaceae|g__GGB9760|s__GGB9760_SGB15374	4.257035	-3.483029	-7.740063	-1.558131	5	0	0.00899550	0.39130435
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0.066395	-0.054323	-0.120718	-0.015664	4	5	0.94802599	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9707|s__GGB9707_SGB15229	3.320893	-2.717094	-6.037986	-1.101994	5	1	0.01999000	0.50490884
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	1.285776	-1.051999	-2.337775	-0.301299	5	4	0.60519740	0.95345989
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB4769	1.993712	-1.631219	-3.624932	-0.572235	5	3	0.28235882	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292|g__GGB3109|s__GGB3109_SGB4121	-1.360162	1.112860	2.473021	0.364692	3	6	0.54322839	0.89171452
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9642|s__GGB9642_SGB15119	2.674387	-2.188135	-4.862522	-0.870557	4	1	0.05047476	0.65356152
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF34_35BH	1.727131	-1.413108	-3.140239	-0.549233	3	1	0.28435782	0.81449914
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans	3.450096	-2.822806	-6.272902	-1.111107	5	1	0.03848076	0.57943144
k__Bacteria|p__Firmicutes|c__CFGB72924|o__OFGB72924|f__FGB72924|g__GGB3612|s__GGB3612_SGB4882	0.701450	-0.573914	-1.275364	-0.204363	3	2	0.68415792	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyribacter|s__Butyribacter_intestini	1.584354	-1.296290	-2.880644	-0.511404	3	1	0.28835582	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_AF16_49	1.449066	-1.185599	-2.634665	-0.521153	3	1	0.28385807	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608|s__GGB9608_SGB15042	1.563947	-1.279593	-2.843540	-0.755756	2	0	0.18340830	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_paravirosa	0.436780	-0.357366	-0.794146	-0.111885	5	5	0.93603198	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB2952|o__OFGB2952|f__FGB2952|g__GGB9293|s__GGB9293_SGB14250	0.924912	-0.756746	-1.681658	-0.360624	2	1	0.32933533	0.81449914
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	-1.029690	0.842474	1.872164	0.275990	3	5	0.50674663	0.84782609
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_hominis	2.320724	-1.898774	-4.219498	-0.807627	4	1	0.12743628	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_massiliensis_ex_Afouda_et_al_2020	1.212824	-0.992311	-2.205135	-0.360388	4	3	0.44927536	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_faecis	1.775210	-1.452445	-3.227655	-0.592801	4	2	0.21889055	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus	1.141661	-0.934086	-2.075746	-0.302161	4	3	0.58720640	0.93262192
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified|g__Bacillota_unclassified|s__Firmicutes_bacterium_AF54_29pH10A	1.115389	-0.912591	-2.027980	-0.512004	2	1	0.32933533	0.81449914
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	-1.582922	1.295118	2.878041	0.454191	3	7	0.33633183	0.81449914
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans	0.845354	-0.691654	-1.537008	-0.267449	3	2	0.58570715	0.93213150
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_intestinalis	2.335497	-1.910861	-4.246357	-0.940642	4	1	0.05297351	0.65356152
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium|s__Hydrogenoanaerobacterium_SGB53821	4.516378	-3.695219	-8.211597	-1.949740	6	0	0.00249875	0.32608696
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9538|s__GGB9538_SGB14941	1.381480	-1.130302	-2.511781	-0.755743	2	0	0.18340830	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus	-0.466373	0.381578	0.847952	0.139002	3	4	0.68815592	1.00000000
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6834	0.174896	-0.143097	-0.317992	-0.092011	1	1	0.73663168	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_1001271st1_H5	3.766379	-3.081583	-6.847962	-1.572052	5	0	0.00849575	0.39130435
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_chongii	2.082247	-1.703657	-3.785904	-0.999962	3	0	0.06846577	0.65356152
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM29_11AC	1.532674	-1.254006	-2.786679	-0.526698	3	1	0.25887056	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB4651|s__GGB4651_SGB6438	2.383572	-1.950195	-4.333766	-0.980811	3	0	0.07146427	0.65356152
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB51511|s__GGB51511_SGB105679	2.262511	-1.851145	-4.113656	-0.801677	4	1	0.10894553	0.78978859
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2652|s__GGB2652_SGB3573	2.154862	-1.763069	-3.917932	-0.989721	3	0	0.07146427	0.65356152
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9619|s__GGB9619_SGB15067	1.366219	-1.117815	-2.484034	-0.755929	2	0	0.18340830	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Lentihominibacter|s__Lentihominibacter_faecis	3.157500	-2.583409	-5.740909	-1.264275	5	1	0.01799100	0.50490884
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Hydrogeniiclostridium|s__Hydrogeniiclostridium_mannosilyticum	0.704577	-0.576472	-1.281049	-0.301163	2	1	0.56121939	0.90980286
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	-0.614594	0.502850	1.117444	0.166106	3	4	0.67466267	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB1260|o__OFGB1260|f__FGB1260|g__GGB29535|s__GGB29535_SGB42321	1.347966	-1.102882	-2.450848	-0.755913	2	0	0.18340830	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__GGB45656|s__GGB45656_SGB63371	1.992115	-1.629912	-3.622027	-0.994914	3	0	0.07296352	0.65356152
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	3.000631	-2.455062	-5.455693	-1.083099	5	1	0.03798101	0.57943144
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB51491|s__GGB51491_SGB71859	2.924685	-2.392924	-5.317609	-1.075197	6	2	0.04147926	0.59051383
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Diplocloster|s__Diplocloster_agilis	0.516702	-0.422756	-0.939459	-0.242617	2	1	0.72363818	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Gallalistipes|s__Gallalistipes_aquisgranensis	1.230657	-1.006901	-2.237558	-0.755827	2	0	0.18340830	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291|f__FGB79291|g__GGB9522|s__GGB9522_SGB14921	2.686312	-2.197892	-4.884204	-1.261814	4	0	0.02698651	0.55900621
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_143	1.787957	-1.462874	-3.250831	-0.681652	4	1	0.12593703	0.81449914
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae	2.175590	-1.780028	-3.955619	-0.827000	4	1	0.09395302	0.72122762
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	1.888467	-1.545109	-3.433576	-0.999082	3	0	0.07296352	0.65356152
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_phocaeensis	2.364469	-1.934566	-4.299035	-0.962445	3	0	0.07646177	0.65356152
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	1.562909	-1.278744	-2.841653	-0.467802	6	5	0.26136932	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__GGB3818|s__GGB3818_SGB5183	0.176572	-0.144468	-0.321040	-0.061411	2	2	0.86106947	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_timonensis	0.452697	-0.370389	-0.823086	-0.166935	3	2	0.69865067	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Massiliimalia|s__Massiliimalia_massiliensis	3.532746	-2.890428	-6.423174	-1.929596	6	0	0.00249875	0.32608696
k__Bacteria|p__Firmicutes|c__CFGB77220|o__OFGB77220|f__FGB77220|g__GGB4773|s__GGB4773_SGB6607	0.580286	-0.474780	-1.055066	-0.500000	1	0	0.43678161	0.81449914
k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_evryensis	1.271510	-1.040326	-2.311836	-0.748347	2	0	0.18590705	0.81449914
k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Dethiosulfovibrionaceae|g__Pyramidobacter|s__Pyramidobacter_piscolens	-0.748594	0.612486	1.361080	0.314120	1	2	0.46826587	0.81449914
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_rubneri	2.303087	-1.884344	-4.187431	-1.233535	4	0	0.02798601	0.55900621
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis	1.134131	-0.927926	-2.062057	-0.404906	5	4	0.35782109	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnotalea|s__Lachnotalea_sp_AF33_28	1.865680	-1.526466	-3.392146	-0.796171	4	1	0.10444778	0.76432345
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa	-0.207823	0.170037	0.377861	0.073484	3	4	0.91304348	1.00000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0.778084	-0.636614	-1.414698	-0.500000	1	0	0.45377311	0.81449914
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_plantarum	0.649083	-0.531068	-1.180150	-0.500000	1	0	0.45377311	0.81449914
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	1.287566	-1.053463	-2.341029	-0.750522	2	0	0.18590705	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9641|s__GGB9641_SGB15117	0.570328	-0.466632	-1.036961	-0.500000	1	0	0.45377311	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_butyricigenes	1.453860	-1.189522	-2.643383	-0.476698	5	3	0.35882059	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Fumia|s__Fumia_SGB3581	1.358296	-1.111333	-2.469629	-0.724372	2	0	0.18390805	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB140943|s__GGB140943_SGB105863	-0.038923	0.031846	0.070769	0.024050	1	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_caecimuris	-0.416977	0.341163	0.758140	0.141253	2	2	0.86856572	1.00000000
k__Bacteria|p__Bacteroidota|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1495|s__GGB1495_SGB2071	1.067846	-0.873692	-1.941538	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Leyella|s__Leyella_SGB1671	0.988359	-0.808658	-1.797017	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB87378|s__GGB87378_SGB6358	0.979950	-0.801777	-1.781727	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_dentalis	0.969129	-0.792923	-1.762052	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4583|s__GGB4583_SGB6334	0.943188	-0.771699	-1.714888	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified|g__GGB9512|s__GGB9512_SGB14909	0.999263	-0.817579	-1.816842	-0.343890	2	1	0.46776612	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Leyella|s__Leyella_lascolaii	1.774879	-1.452173	-3.227052	-0.754940	2	0	0.17941029	0.81449914
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_sp_N21116	0.923321	-0.755445	-1.678766	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Jilunia|s__Jilunia_laotingensis	0.201884	-0.165178	-0.367063	-0.079198	1	1	0.72113943	1.00000000
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_SGB15451	0.899109	-0.735635	-1.634744	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__GGB3819|s__GGB3819_SGB5184	0.139745	-0.114337	-0.254082	-0.053812	1	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9559|s__GGB9559_SGB14969	1.745439	-1.428086	-3.173525	-0.755846	2	0	0.18640680	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3550|s__GGB3550_SGB4746	0.680504	-0.556776	-1.237280	-0.200973	2	2	0.63568216	0.98757764
k__Bacteria|p__Pseudomonadota|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB6612|s__GGB6612_SGB9346	0.865153	-0.707852	-1.573005	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__Anaerotignum|s__Anaerotignum_SGB5191	0.839965	-0.687244	-1.527208	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	0.020897	-0.017098	-0.037995	-0.006492	2	2	1.00000000	1.00000000
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9817|s__GGB9817_SGB57321	0.821419	-0.672070	-1.493489	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecalis	0.836861	-0.684704	-1.521565	-0.299647	2	1	0.55322339	0.90056947
k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473|f__FGB1473|g__GGB3730|s__GGB3730_SGB5060	0.394653	-0.322898	-0.717551	-0.210174	1	1	0.73513243	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_hominis	0.233689	-0.191200	-0.424889	-0.068952	3	3	0.96151924	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB78781|s__GGB78781_SGB106569	0.753260	-0.616304	-1.369564	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB94660|o__OFGB94660|f__FGB94660|g__GGB9289|s__GGB9289_SGB14245	0.752387	-0.615589	-1.367976	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023|f__FGB3023|g__GGB9501|s__GGB9501_SGB14898	0.984151	-0.805214	-1.789365	-0.462713	2	1	0.34882559	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3649|s__GGB3649_SGB4958	1.044384	-0.854496	-1.898880	-0.361371	2	1	0.47226387	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB4771	0.185239	-0.151559	-0.336798	-0.052856	3	3	0.98150925	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_MSJ_31	1.824295	-1.492605	-3.316900	-0.480200	5	3	0.35332334	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB35068|s__GGB35068_SGB47850	1.395450	-1.141731	-2.537181	-0.755389	2	0	0.17941029	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB49409|s__GGB49409_SGB69322	0.976192	-0.798702	-1.774894	-0.367522	3	2	0.41229385	0.81449914
k__Bacteria|p__Pseudomonadota|c__CFGB10055|o__OFGB10055|f__FGB10055|g__GGB6606|s__GGB6606_SGB9340	0.704116	-0.576095	-1.280211	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Bianqueaceae|g__Bianquea|s__Bianquea_SGB71281	1.596242	-1.306017	-2.902259	-0.748724	2	0	0.17941029	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939|f__FGB72939|g__GGB74511|s__GGB74511_SGB47635	0.689626	-0.564239	-1.253865	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__GGB1420|s__GGB1420_SGB1957	1.347035	-1.102119	-2.449154	-0.755767	2	0	0.18640680	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_SGB15052	0.964102	-0.788811	-1.752913	-0.348511	3	2	0.42928536	0.81449914
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_SGB9260	1.511246	-1.236474	-2.747720	-0.747661	2	0	0.18640680	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta	-0.289501	0.236865	0.526366	0.108219	2	3	0.80309845	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenella|s__Christensenella_intestinihominis	2.085914	-1.706657	-3.792571	-0.995840	3	0	0.06096952	0.65356152
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19870	1.589349	-1.300377	-2.889726	-0.555616	4	2	0.26986507	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella|s__Hungatella_hathewayi	-1.594563	1.304643	2.899206	0.416210	4	7	0.37681159	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB2919|o__OFGB2919|f__FGB2919|g__GGB9241|s__GGB9241_SGB58519	0.629585	-0.515115	-1.144700	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Wansuia|s__Wansuia_hejianensis	2.074145	-1.697028	-3.771173	-0.813690	4	1	0.09595202	0.72240803
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella_ex_Bilen_et_al_2018|s__Neobittarella_massiliensis_ex_Bilen_et_al_2018	-0.453590	0.371119	0.824709	0.172257	2	4	0.75062469	1.00000000
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Eubacterium_hominis	2.159150	-1.766577	-3.925727	-0.903584	4	1	0.05497251	0.65356152
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_legallii	0.576005	-0.471277	-1.047281	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_senegalensis	0.288395	-0.235960	-0.524355	-0.115611	2	2	0.79710145	1.00000000
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6829	0.600215	-0.491085	-1.091301	-0.272103	2	1	0.56421789	0.91277398
k__Bacteria|p__Firmicutes|c__CFGB1218|o__OFGB1218|f__FGB1218|g__GGB2983|s__GGB2983_SGB3965	1.557280	-1.274138	-2.831418	-0.593930	3	1	0.19140430	0.81449914
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	0.557765	-0.456353	-1.014119	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_AF02_47	0.536538	-0.438986	-0.975523	-0.500000	1	0	0.42878561	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis	0.248872	-0.203623	-0.452495	-0.070841	3	3	0.83408296	1.00000000
