clade_name	mean_clr_M	mean_clr_S	diff_S_minus_M	cohens_d	prev_M	prev_S	p_perm	q_fdr
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24	1.154150	-0.944305	-2.098455	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Bacteroidota|c__CFGB11479|o__OFGB11479|f__FGB11479|g__GGB1630|s__GGB1630_SGB2238	1.049621	-0.858781	-1.908401	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla|s__Marseilla_massiliensis	1.029652	-0.842442	-1.872094	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Bacteroidota|c__CFGB4405|o__OFGB4405|f__FGB4405|g__GGB1266|s__GGB1266_SGB1699	1.022386	-0.836498	-1.858883	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_SGB15087	1.834038	-1.500577	-3.334615	-0.755117	2	0	0.19690155	0.81449914
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_SGB5790	0.875187	-0.716062	-1.591249	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9590|s__GGB9590_SGB15012	0.529073	-0.432878	-0.961951	-0.189376	2	2	0.72613693	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB1298|o__OFGB1298|f__FGB1298|g__GGB3118|s__GGB3118_SGB4130	0.865352	-0.708015	-1.573367	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3528|s__GGB3528_SGB4713	0.843078	-0.689791	-1.532869	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB143455|s__GGB143455_SGB15015	0.989255	-0.809391	-1.798646	-0.370773	2	1	0.34182909	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9640|s__GGB9640_SGB15115	0.179155	-0.146582	-0.325737	-0.078126	1	1	0.74962519	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB81330|s__GGB81330_SGB15022	0.201316	-0.164713	-0.366029	-0.092013	1	1	0.74962519	1.00000000
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_SGB9385	0.744527	-0.609159	-1.353686	-0.288876	2	1	0.57221389	0.91864497
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3429|s__GGB3429_SGB71704	0.157567	-0.128918	-0.286485	-0.073363	1	1	0.74962519	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hominenteromicrobium|s__Hominenteromicrobium_mulieris	-0.953473	0.780114	1.733587	0.356929	1	3	0.50024988	0.84054861
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9787|s__GGB9787_SGB15410	0.306878	-0.251082	-0.557959	-0.163362	1	1	0.74962519	1.00000000
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_1001095H_141210_F2	0.749747	-0.613429	-1.363176	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium	0.915456	-0.749010	-1.664466	-0.397514	2	1	0.34032984	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608|s__GGB9608_SGB15041	0.734171	-0.600685	-1.334856	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_SGB4546	0.733650	-0.600259	-1.333910	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus_intestinisimiae	0.713319	-0.583625	-1.296944	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890|f__FGB2890|g__GGB9198|s__GGB9198_SGB14137	1.183502	-0.968320	-2.151821	-0.528870	2	1	0.34182909	0.81449914
k__Bacteria|p__Bacteroidota|c__CFGB667|o__OFGB667|f__FGB667|g__GGB1661|s__GGB1661_SGB2275	1.033770	-0.845812	-1.879582	-0.423954	2	1	0.34032984	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB4605|o__OFGB4605|f__FGB4605|g__GGB13404|s__GGB13404_SGB14252	0.662300	-0.541882	-1.204182	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6173	0.091654	-0.074990	-0.166644	-0.048353	1	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_MSJ_37	0.649528	-0.531432	-1.180960	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0.639588	-0.523299	-1.162887	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9424|s__GGB9424_SGB14794	0.635446	-0.519911	-1.155357	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis	0.632194	-0.517250	-1.149444	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Flintibacter|s__Flintibacter_SGB15144	0.629173	-0.514778	-1.143951	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_SGB15051	-0.094946	0.077683	0.172630	0.043927	1	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9561|s__GGB9561_SGB14972	-0.573087	0.468890	1.041977	0.249712	1	2	0.70914543	1.00000000
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	0.582097	-0.476261	-1.058358	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_lentum	0.532657	-0.435810	-0.968468	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae	0.521717	-0.426860	-0.948577	-0.500000	1	0	0.46476762	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Pseudoruminococcus|s__Pseudoruminococcus_massiliensis	0.454852	-0.372152	-0.827004	-0.178802	1	1	0.73413293	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB4684|s__GGB4684_SGB6478	0.279491	-0.228674	-0.508165	-0.102927	1	1	0.74962519	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4567|s__GGB4567_SGB6308	1.009492	-0.825948	-1.835440	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Bacteroidota|c__CFGB1670|o__OFGB1670|f__FGB1670|g__GGB47687|s__GGB47687_SGB2286	0.313274	-0.256315	-0.569589	-0.120977	1	1	0.73413293	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB9345|o__OFGB9345|f__FGB9345|g__GGB9345|s__GGB9345_SGB14311	0.980097	-0.801897	-1.781994	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB1779|o__OFGB1779|f__FGB1779|g__GGB4717|s__GGB4717_SGB6533	0.949182	-0.776603	-1.725785	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4604|s__GGB4604_SGB6369	0.916651	-0.749988	-1.666639	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9813|s__GGB9813_SGB15447	0.909383	-0.744040	-1.653423	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB31460|s__GGB31460_SGB6499	0.898473	-0.735115	-1.633588	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB5076	-0.691204	0.565530	1.256734	0.216407	1	2	0.85907046	1.00000000
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella|s__Mesosutterella_multiformis	0.892880	-0.730538	-1.623418	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB82363|o__OFGB82363|f__FGB82363|g__GGB9545|s__GGB9545_SGB14952	0.881667	-0.721364	-1.603032	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4605|s__GGB4605_SGB6378	0.860390	-0.703955	-1.564345	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB36331|s__GGB36331_SGB63183	0.858196	-0.702160	-1.560356	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB94658|o__OFGB94658|f__FGB94658|g__GGB32726|s__GGB32726_SGB47427	0.856548	-0.700812	-1.557361	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila	-1.499485	1.226851	2.726337	0.429128	1	3	0.33083458	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_butyricigenerans	0.194239	-0.158923	-0.353162	-0.082124	1	1	0.73713143	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4603|s__GGB4603_SGB6367	0.855122	-0.699645	-1.554767	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Actinomycetota|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9412|s__GGB9412_SGB14768	0.854100	-0.698809	-1.552909	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus	0.843864	-0.690434	-1.534299	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_luti	0.837345	-0.685100	-1.522445	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_caecimuris	0.835050	-0.683223	-1.518273	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4597|s__GGB4597_SGB6359	0.832636	-0.681248	-1.513884	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27858|s__GGB27858_SGB48249	0.831922	-0.680664	-1.512586	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB1262|o__OFGB1262|f__FGB1262|g__GGB3061|s__GGB3061_SGB4063	0.829706	-0.678850	-1.508556	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9770|s__GGB9770_SGB15390	0.237208	-0.194079	-0.431287	-0.109404	1	1	0.75012494	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB4658|s__GGB4658_SGB6445	0.814074	-0.666061	-1.480135	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_montrealensis	0.048639	-0.039795	-0.088434	-0.019621	1	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB59838	0.793356	-0.649109	-1.442465	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB3032|s__GGB3032_SGB4027	0.791224	-0.647365	-1.438589	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB1474|o__OFGB1474|f__FGB1474|g__GGB3731|s__GGB3731_SGB5063	0.788484	-0.645123	-1.433607	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB73902|o__OFGB73902|f__FGB73902|g__GGB4689|s__GGB4689_SGB6487	0.787795	-0.644560	-1.432354	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1505|s__GGB1505_SGB2085	0.787533	-0.644345	-1.431877	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB39037|s__GGB39037_SGB4393	0.787440	-0.644269	-1.431709	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB79315|o__OFGB79315|f__FGB79315|g__GGB9765|s__GGB9765_SGB15382	0.310660	-0.254176	-0.564836	-0.157968	1	1	0.73413293	1.00000000
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Faecalibacillus|s__Faecalibacillus_faecis	0.173850	-0.142241	-0.316090	-0.080840	1	1	0.73713143	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792|f__FGB93792|g__GGB9523|s__GGB9523_SGB14922	0.764942	-0.625862	-1.390803	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB48199|o__OFGB48199|f__FGB48199|g__GGB79307|s__GGB79307_SGB105428	0.764628	-0.625604	-1.390232	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_SGB2300	0.762592	-0.623939	-1.386530	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	0.085364	-0.069843	-0.155208	-0.038039	1	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB94833|o__OFGB94833|f__FGB94833|g__GGB45620|s__GGB45620_SGB63333	0.748206	-0.612169	-1.360375	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis	0.741030	-0.606298	-1.347328	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB2949|o__OFGB2949|f__FGB2949|g__GGB9290|s__GGB9290_SGB14247	0.740432	-0.605808	-1.346239	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Raoultibacter|s__Raoultibacter_massiliensis	0.732138	-0.599022	-1.331159	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_parva	0.727609	-0.595316	-1.322925	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB73496|s__GGB73496_SGB47079	0.723295	-0.591787	-1.315082	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria|s__Fenollaria_massiliensis	0.721499	-0.590317	-1.311817	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella|s__Hoylesella_buccalis	0.104186	-0.085243	-0.189428	-0.050031	1	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_Marseille_P3244	0.165563	-0.135461	-0.301024	-0.083993	1	1	0.73113443	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__GGB40829|s__GGB40829_SGB53496	0.711683	-0.582286	-1.293968	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB53412|s__GGB53412_SGB74499	0.711361	-0.582022	-1.293383	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_SGB14844	0.705965	-0.577608	-1.283573	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB2920|o__OFGB2920|f__FGB2920|g__GGB9242|s__GGB9242_SGB14184	0.699657	-0.572447	-1.272103	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB33512|s__GGB33512_SGB15201	0.175516	-0.143604	-0.319120	-0.094917	1	1	0.73413293	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB41726|o__OFGB41726|f__FGB41726|g__GGB9343|s__GGB9343_SGB14307	0.678637	-0.555249	-1.233886	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45541|s__GGB45541_SGB63221	0.676104	-0.553176	-1.229280	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45523|s__GGB45523_SGB63197	0.675527	-0.552704	-1.228231	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9781|s__GGB9781_SGB15402	0.671013	-0.549011	-1.220024	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45599|s__GGB45599_SGB63311	0.670909	-0.548925	-1.219834	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_hominis	0.670700	-0.548754	-1.219454	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Jingyaoa|s__Jingyaoa_shaoxingensis	0.670069	-0.548238	-1.218307	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_bilis	0.231556	-0.189455	-0.421011	-0.134996	1	1	0.73713143	1.00000000
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1549|s__GGB1549_SGB2133	0.667034	-0.545755	-1.212790	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB3034|o__OFGB3034|f__FGB3034|g__GGB45614|s__GGB45614_SGB63327	-0.448172	0.366686	0.814858	0.196249	1	2	0.85657171	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB42621|s__GGB42621_SGB59817	0.661575	-0.541289	-1.202864	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor_sp_An100	0.658715	-0.538949	-1.197664	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Maliibacteriaceae|g__Maliibacterium|s__Maliibacterium_massiliense	0.658715	-0.538949	-1.197664	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_SGB1936	0.655848	-0.536603	-1.192451	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB45635|s__GGB45635_SGB63349	0.655042	-0.535944	-1.190986	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_SGB1977	0.651565	-0.533099	-1.184664	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9469|s__GGB9469_SGB14862	0.650701	-0.532391	-1.183092	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Moryella|s__Moryella_indoligenes	0.650410	-0.532153	-1.182563	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB42688|s__GGB42688_SGB59891	0.644600	-0.527400	-1.172000	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB89158|o__OFGB89158|f__FGB89158|g__GGB117624|s__GGB117624_SGB150756	0.643630	-0.526606	-1.170236	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Bacteroidota|c__CFGB497|o__OFGB497|f__FGB497|g__GGB78631|s__GGB78631_SGB104570	0.640452	-0.524006	-1.164459	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB73178|o__OFGB73178|f__FGB73178|g__GGB38029|s__GGB38029_SGB49188	0.637642	-0.521707	-1.159349	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB77202|o__OFGB77202|f__FGB77202|g__GGB34900|s__GGB34900_SGB14891	0.636919	-0.521116	-1.158035	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__GGB1456|s__GGB1456_SGB2019	-0.058476	0.047844	0.106319	0.027421	1	1	1.00000000	1.00000000
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Raoultibacter|s__Raoultibacter_timonensis	0.633937	-0.518676	-1.152614	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_timonense	0.633937	-0.518676	-1.152614	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB42694|s__GGB42694_SGB59898	0.623555	-0.510181	-1.133737	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_vaginalis	0.032436	-0.026539	-0.058975	-0.017073	1	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__CFGB11739|o__OFGB11739|f__FGB11739|g__GGB9210|s__GGB9210_SGB14149	0.610762	-0.499714	-1.110476	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_turbiniformis	0.229218	-0.187542	-0.416761	-0.149737	1	1	0.73413293	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenella|s__Christensenella_timonensis	0.598437	-0.489631	-1.088068	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_Marseille_Q4139	-0.804005	0.657823	1.461828	0.307086	1	2	0.57871064	0.92287258
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_SGB119690	0.597405	-0.488786	-1.086190	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9781|s__GGB9781_SGB63161	0.582541	-0.476625	-1.059166	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9781|s__GGB9781_SGB66170	0.582541	-0.476625	-1.059166	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9724|s__GGB9724_SGB15278	-0.027312	0.022346	0.049658	0.014660	1	1	1.00000000	1.00000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB42639|s__GGB42639_SGB59836	0.539295	-0.441241	-0.980536	-0.500000	1	0	0.44527736	0.81449914
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB33512|s__GGB33512_SGB15204	0.038474	-0.031479	-0.069952	-0.023690	1	1	1.00000000	1.00000000
